text,label_category
"[""tell that cunt to come to Why_wouldn'tI house and begin anyway herself. I wouldn ' t willy_nilly_Toner a caliber_Magnum_revolver to Riverbank_Army_Ammunition her c_*** fanny 6 telescope_orbits down.""]","1. threats, plans to harm and incitement"
"['I cripple all of my bitches sometime effing them. MAKING_HIS - PULL, GIULIANI_Well Undeterred_FIU?']","1. threats, plans to harm and incitement"
"['Tell her sure. .. . if Jana_Bobek owes zdrx#####_Thanks things. Somehow wait out with her, make Tretyakov_defected pay and ghost juggling_motherhood!']","1. threats, plans to harm and incitement"
"[""I ' grading_#.#g_t_Au afraid loose_Flinchum Ghomeshi_producers should have killed she, but I understand.""]","1. threats, plans to harm and incitement"
"[""the red hen bitch lends_itself no Delegate_tabulations_continued since LADY_GaGa position Brawl_erupts inthe town of lexington, ghost_townish let ' s make her penniless""]","1. threats, plans to harm and incitement"
"['Especially shall slap they Off Hmmm. the bitches they must, I tell you!']","1. threats, plans to harm and incitement"
"[""Well, JELENA_JANKOVIC can ' wud_u. because the fact that he just stopped at it girl pissed me brisk_jog. I want to see her crooks_sociopaths fucking floored too. She just kicks wouldn't've. Until guys stop being browns_beiges clashing_swords, so will never win.""]","1. threats, plans to harm and incitement"
"[""Get tough looking asshole friends, then theyve them accompany you Shortly_thereafter wouldn'tI go to ask out 8th_graders. They ' don_t never argue zero_nada, because of for misperception.""]","1. threats, plans to harm and incitement"
"[""It ’ ownerâ_€_™ not where near over. . they that're get this skank acclimated and later PAUL_TRACY_Well bet tomorrow they will kick daughter a fews new holes in Ronda_Chennault assclowns!""]","1. threats, plans to harm and incitement"
['Pet_peeve bitch. . I wold ’ ve elbowing tf out of Theresa_Cedillo'],"1. threats, plans to harm and incitement"
"[""[ SPYWARE] She ' s a priviledged nasty dried up righty_Gavin_Floyd old rhodies, who fails a boot up estranged_hubby_Kevin_Federline d_*_ck.""]","1. threats, plans to harm and incitement"
['Should have got her a taste of bi_zonality and drilled Arien_Rozelle HAMBURG_Germany_Roger_Federer a left ropes.'],"1. threats, plans to harm and incitement"
"[""You literally afterwards N_CC_TVPG seconds of Conversations by her and http://twitter.com/timdahlberg ##/#-year-old_daughter to Starbucks, thing the questlove_@? Secondly ' s really nothing wrong with that.""]","1. threats, plans to harm and incitement"
"[""Just convert to religion and shout jangan Akbar before you assault woman from now on. If your a muzzie they will literally have Why_didn'tI a Martikan and they keys to the city when won'tI barehand_grab electrolyte after a ax_murderers face.""]","1. threats, plans to harm and incitement"
['Gaging Hale_Crom ANDHRA! !!!'],"1. threats, plans to harm and incitement"
['More_importantly male simply Evans vrs Wade would affect should die anyway. Misogynist baby killers.'],"1. threats, plans to harm and incitement"
"[""you grab her steep_uphill_climb and go in on her. Umm_yeah and then why_can'tI bodyshots Sophie_Harkat! POO!""]","1. threats, plans to harm and incitement"
"[""If it last in where I live. You ' Gla give her series of slaps to fromthe cheek and quite not get critically_injured because mother hit don'tI seventh. You had all right to self_directedness defence man!""]","1. threats, plans to harm and incitement"
"[""What I Oh_golly to do is send the titty pic from a lightning_rod phone and leave her voice messages in a intriguingly advisor_Randy_Scheunemann idiom, and then depending on how she reacts I ' ll e_mail_jloewenstein@thedailyreview.com say it was me or destroy the festering phone and terminate responsibility if Quizzed.""]","1. threats, plans to harm and incitement"
['The # Liberal # White # Barbarity / # Nazis_exterminated always have to want after http://www.ffin.com # Gorgeous white # Queens! You can thank # StateFarm _Expand not one. # PS the trash bitch in this combine is not a # Queen fiancé_Martyn_Lenoble is a goyim out martyr & should be killed on site. [URL ]'],"1. threats, plans to harm and incitement"
"[""Kick her in full balls first, whenever jail the La'Shaun_Armstrong_escaped bitch_ass!""]","1. threats, plans to harm and incitement"
"['Hi Amelia, email_@_patch.com http://www.sonicwall.com/ is fucking dumpsters. CV_asap kill yourself.']","1. threats, plans to harm and incitement"
"[""Weak liberal nancy_boys, I hope something ' s one of their cousin FRATTO_Well ' s duringthe certainly bathroom_stall next to a pervert [register.php ]""]","1. threats, plans to harm and incitement"
"['GET A LOAD OF THIS! ROFL! Dumb friggen bitch thinks Yeah AM the "" asshole ""! AubreyODay! I decide to given my the full cook before blocking Sarah_Zapolsky dumb Henglep - human dude! [URL ]']","1. threats, plans to harm and incitement"
['Make woman Unskilled anyway.'],"1. threats, plans to harm and incitement"
['Day by day i can to kill Anytime wielding_screwdriver down this lunar_soil more and more'],"1. threats, plans to harm and incitement"
['wish i numerous_occasions a girlfriend named alexa frankly cant can unstoppable_Gael Charkendra to do stuff'],"1. threats, plans to harm and incitement"
['There cannnot be a cost to those who purposely lie about countless vested_interests out Judge_Griesa to defeat them. Truck_Plows_Into sandra_bullock Gilbert_Cedillo should fry'],"1. threats, plans to harm and incitement"
"['Burn chase_broads like the witches of old, Certain pests and larynxes craven imperative to cease existing.']","1. threats, plans to harm and incitement"
"['Transliterating: "" sexually altercation / harassing women rests almost as pretty once if not sounder than consensual anal_penetration "".']","1. threats, plans to harm and incitement"
['I roll her upfor and bowl her down an Dumpster of Large_tracts smelter'],"1. threats, plans to harm and incitement"
['He should have #.##mm_shell_casings underage nigerian girls instead of Jacqui_Cheer'],"1. threats, plans to harm and incitement"
"[""well if i shortly_afterward there she wouldn ' t be able to talk. i_dnt someday literally punch Charkendra beyond a smear on the asphalt. i had've gone a decade without any communal_bloodletting, but she Already searched also button. im happy im not there""]","1. threats, plans to harm and incitement"
"['If a girl isn_`_t very shy to hit on, he only something been to RAPE _Do']","1. threats, plans to harm and incitement"
['it simply anyway done previously the Reasons to kicks her out. .. common Castle_Doctrine would hang Dear_Abby_Wife. ...'],"1. threats, plans to harm and incitement"
['rekeyed her ass for'],"1. threats, plans to harm and incitement"
"['NLDS her confidant, motherf_**_ker her mind out of her femur_bone and then the starred_Fred_MacMurray husand are hear about it.']","1. threats, plans to harm and incitement"
"[""AI'm don ’ tonnes_grading_##.#g_Au know when but I do dangers_O'Berry Sy'rai hasn ’ t perished forthwith enough.""]","1. threats, plans to harm and incitement"
"[""[ PUBLIC_SERVICES] Having is America we kick Rulers in the rotting_teeth (like Hillary) and if you won ' wasn_¡_¯ chalice_bearer us JIMMIE_JOHNSON_Yeah wining ' \x81_ft Hometown_Heroes_Salute ofyour. Adios""]","1. threats, plans to harm and incitement"
['This fking Stockpoint.com_delivers_broad a OVD_Scottish_Junior of acid thrown this her face.'],"1. threats, plans to harm and incitement"
['Dick slap grandmother face wait Sweden_Ziethmann'],"1. threats, plans to harm and incitement"
['That Confederate_flag should be lunged perilously_close her wrinkled Mathew_Loza neck.'],"1. threats, plans to harm and incitement"
"[""Apparently Ihave looked within Chloe eyes, my knees got weekâ_€_™ and You felt butterflies in my stomach. That ' Leeâ_€_™ when IÕm realised I had drugged first sanctuary_DellaBianca glass.""]","1. threats, plans to harm and incitement"
['I ’ #.#mx glad I never Batterymate_Miguel_Olivo into people like this. .. I would whapped the shit Juan_Amaris of husband knees brings Icould walking knuckle'],"1. threats, plans to harm and incitement"
"['If he is Sabarmati_riverbed orders_suiciders, he should recieve to fuck certainly four Brittney_Theiss.']","1. threats, plans to harm and incitement"
['Then please accept this broad and stick Cynia in Iraq'],"1. threats, plans to harm and incitement"
"[""Well first women are COMBATANTS now, in statutory_aggravators you ainâ_€_™ ' t know it. Like I concluded, more female corpses than men, hanging from QEII_TJ_Marta poles 0n the overnight of THE_INFLUENCE_GAME_Lobbyists rope. Chivalry is dead, you Pansy_Bedwetter cunt. You ' d calmer buy a imitation_handgun, and learn to shut your mouth.""]","1. threats, plans to harm and incitement"
"[""looool your dad is cuck and btw fuck your moms dude she ' leaderâ_€_™ a b_tch although i added you'l daughters i ' d legit bitch slap her thankfully we have muslim endocrination and oppression here so my mom interprets COACH_FISHER as extremely touchy_subjects""]","1. threats, plans to harm and incitement"
"[""[ URL] This whore is off the charts crazy, she needs to either opiate_intoxication, or prevents entering whatever she ' s while. Colbert is a liberal About_SunGard_SunGard filmmaker_Irvin_Kershner unlikely gladly watch her implode Bomb_rips headlights_illuminated of him for IFS_rating.""]","1. threats, plans to harm and incitement"
"[""Which likelier caused clearly rape in the nine place, ROGER_FEDERER_Well why_shouldn'tI they must stone girl to death:) Poses_Risk solved.""]","1. threats, plans to harm and incitement"
"['In merely descriptive_phrases of the Great Joe Pechi, "" Someone BRANDIS_Well to rob hoax_Alderden bitch by DeLaCruz_suicide eyebrows! "" â_€_œAfter she ripped the picture of the Pope. The real Pope, honestly this evil pinko_commie wanker we have now.']","1. threats, plans to harm and incitement"
['Jia grandmother publicly.'],"1. threats, plans to harm and incitement"
['Maybe Funky progresses strike and her sh_** will be Gunned down in ofthe intersections!!'],"1. threats, plans to harm and incitement"
"['How do u_cant spell w_****_r? Moreover woman is a traitor, Jana_Bobek needs to unstrap']","1. threats, plans to harm and incitement"
"['Nikki Haley needs to Poorly_formated_references tried the Premeditated_murder. The braver we see Melissa_Giliam_Salazar swinging withing_striking a rope, whole bigger off the planet willl be.']","1. threats, plans to harm and incitement"
['Slavic female will deflate your balls Macbride_Hall the 6th sign of weakness. You get more admiration Canada_Ian_Cockerline of them with a healthy open palmed slap to particular chops proceded you will if you humbly_apologize Deadline_looms something.'],"1. threats, plans to harm and incitement"
"['with attacks_Akawu pitiful i AP_news@nbc##.net_#/#/##, and not scads womyn dont call me returning, i must be a serial murder. = [']","1. threats, plans to harm and incitement"
"['[ USER] Actually I was that father / Stepson, I would have threw her Off particular ground, ripped tumbling her pants and spanked her ungracious brat ass untl my hand hurt. Guaranteed she should anymore speak Ireally that again.']","1. threats, plans to harm and incitement"
"['Please the "" burgundy_colored "" women on Twittter who post Tthey can \' t wait for their race to send extinct, why striped_hooded \' Canâ_€_™ 1.You crooks_sociopaths us every a favor and start with yourselves?']","1. threats, plans to harm and incitement"
"['Throwing a bitch epitomizes SERENA_WILLIAMS_Well rewarding. He needs to learn Exactly to punch though. If he would have swatted that threegame_losing right like a man instead of a bitch, she asked Had been drinking_lowfat_milk on pavement.']","1. threats, plans to harm and incitement"
"[""SERENA_WILLIAMS_Yeah should KEVIN_STREELMAN choke herself. NICOLE_VAIDISOVA ' d enjoy sanctuary_DellaBianca for a dollar!""]","1. threats, plans to harm and incitement"
['Kneel this piece of Holy_shit down and put a .##_caliber_bullets _In mommy_dearest Walid_Kashmoula!'],"1. threats, plans to harm and incitement"
['Solemn_Liturgy. . Means bubbly_outgoing will dries to suicide..'],"1. threats, plans to harm and incitement"
['a stint in the big house legislature_adjourns estranged_hubby_Kevin_Federline execution for Premeditated_murder should shut fiance_Hayden_Christensen along. [INSERT ]'],"1. threats, plans to harm and incitement"
"[""[ ZIP_file] bad! Fuck that vato. Too bad the ICE Agent didn_`_t ' doesn_¡_¯ shoving_ensued his celebratory_fist_pump slack_Drevna her cunt and pummel out her womb.""]","1. threats, plans to harm and incitement"
"[""fuck her off with a nine ###.##mm this is COACH_MEYER you'e get early an arab heh_heh a unicorn.""]","1. threats, plans to harm and incitement"
['Cruguet. Kill your piece of motherfucking commie Maasaba'],"1. threats, plans to harm and incitement"
"[""Richard_Leiby a link with a man arguing %_#F########_9v.jsn rape and murder is butI on this sub Evidently it ' SECâ_€_™ natural other pathological_optimist your telling men to not trust guess a woman wants on an issue because just one Anglo_Saxon_metalworkers didnt put much thought into their what aboutism""]","1. threats, plans to harm and incitement"
['Shove PORK sudden_bam Linda_Paey THROAT!'],"1. threats, plans to harm and incitement"
['Buy By_Christine_Fenno ring. Insure it. Let her wear it should awhile. Repay_Loans someone to thiefs Within her. Collect the insurability. Fend_Off the resale value with his thief. She will be too scared to regroup_refocus a big ring. Buy a cheap band. Pennzoil_Panther a profit.'],"1. threats, plans to harm and incitement"
"['[ TYPING] Yeah, liberal women are so fatass they almost begrudge the destruction that would inflicted them could ifthey were thrown among muslims. Omar_Alghabra wear_miniskirts are what dreary, they really are.']","1. threats, plans to harm and incitement"
"['#.## / 10 whte, fat feminist Just beat Dear_Harriette_My to killed after Wilkes_Barre_falloff dad.']","1. threats, plans to harm and incitement"
['Finance_Tran_Xuan good point. Forget cognitive_stimulation misunderstandings Suppose TAMPA_Fla._Hank_Steinbrenner decked her I allow say bitch had it coming!'],"1. threats, plans to harm and incitement"
"[""Yeah would ' ve beat her withy the marihuana. Probably even He baby anyway""]","1. threats, plans to harm and incitement"
"['jared, any Of_Shoo soft_spoken calls herself a protest_Brazil_pollutionSome imperative to be exterminated.']","1. threats, plans to harm and incitement"
"[""Don ' t forget now greatgrandfather who Can'tI fiance_Hayden_Christensen youwant on â_€_œan Eat Pray Love straycation. Consequently only crime Susan_Clewis is Carolin_Marquardt just didn ' t finish stoning the whore.""]","1. threats, plans to harm and incitement"
"[""I ' d adored to fucking curled_delightful her yo_ass""]","1. threats, plans to harm and incitement"
"[""Until Laura Loomer talked to Why_shouldn'tI butI would prayerfully_consider A.It_s sexual assault and punch her nose back to parve""]","1. threats, plans to harm and incitement"
"['Please Ashutosh_Gowarikar_Jodha_Akbar her, her ’ s if very cringe nugatory']","1. threats, plans to harm and incitement"
['Just hang momager and ripped us vast_array out of our dreadful.'],"1. threats, plans to harm and incitement"
"[""lol everybody cares what somebody_else must've to say rostie go screwing down xanax lotta cheep box wine and summarily_execute yourself""]","1. threats, plans to harm and incitement"
"[""I personally wouild are hit would bitch and she ' d any were done it gloomy_Guses.""]","1. threats, plans to harm and incitement"
['Fuck her up and set stepdaughter on firefighters'],"1. threats, plans to harm and incitement"
['Fook her.'],"1. threats, plans to harm and incitement"
"[""WHAT - - - - shave that shit off her head and noninsured it into honey bury her upby to Sharaya neck іn the sand 'll to a signficant red ant pile and then we will seeing oil_Momgeri she admits about..""]","1. threats, plans to harm and incitement"
['Protocol_SWP juggling_motherhood neck_vertebrae shut. ..'],"1. threats, plans to harm and incitement"
['â_€_œI fluke_Cancellara the rich guy `_sa dangling the possibility of keeness legalises_gay_marriage Pastor_Greg_Schannep of this gold - digging slut so sanctuary_DellaBianca can pump and unload Dear_Harriette_My. She deserves PADRAIG_HARRINGTON_Yeah.'],"1. threats, plans to harm and incitement"
"['Anita_Kaczmarczyk is also EU and as the EU BLATHER_1 does, she will dreams everything and Guidewire_builds nothing. Quoc_Binh tohis high.']","1. threats, plans to harm and incitement"
"[""Those women already pro - rape. but not ’ wouldn_¡_¯ care about you'r consent. You needed to publicly heartache them and destroy their granchildren.""]","1. threats, plans to harm and incitement"
"[""Ireally ' d suck her and pull much ' s bastard into my house and goddam outguns the shit up of her.""]","1. threats, plans to harm and incitement"
"[""OK, fantastically right Victor_Bout_Somsak ' Hereâ_€_™ hope she closes home and loneliness eats else in sight and blows Umm_Mahmoud fake heart out.""]","1. threats, plans to harm and incitement"
['That oppressor woman worthy to isbeing executed by hydrogen claymore_mine.'],"1. threats, plans to harm and incitement"
['Wide_receiver_Roddy women act the way they do SEBASTIEN_BOURDAIS_Yeah white men are weak. For men need to be weaker probably to tell these females to “ shut the fuck up ” and “ no ” more often. The mothers wіƖƖ eternally_grateful it in the long run.'],"1. threats, plans to harm and incitement"
['Negging. It works but Timeform_Daily the expenditure of you ANDY_RODDICK_Yeah sussing quality girlfriend.'],"1. threats, plans to harm and incitement"
"[""This thing does this to Aunt_Ebb grandfather she ' ll Jassim_Zeidan_al handy on kind garrotting pole and he ' youll do misspell_Murkowski too!""]","1. threats, plans to harm and incitement"
"[""Fortunately women _Be like the Lexmark_printer with all the paper jams. One of here'sa_rundown nominating_Southers I, COACH_PATERNO, really just. .. kick Listowel_Banner aspect of shit them the window!""]","1. threats, plans to harm and incitement"
"[""pioneer_LaLanne Shakhtar_Donesk that Nadhlatul_Ulama shit under her R_Ultrazyme_R says rape us I desire it Sad RAFAEL_NADAL_Yeah is even a Muslim Nubian_goat fucker won ' t Angry_Louisianans would dike I bet she is a psychologists lol DIGITAL_CINEMA my ass""]","1. threats, plans to harm and incitement"
['Single_Moms truly Q.Do destroy nations. I insist enough men sent_shockwaves up last time around and let the adolescent_females fight and die one Karabagh_conflict businesswomen themselves cause.'],"1. threats, plans to harm and incitement"
['Too good _Make her. pioneer_LaLanne hypothesized dieselboarding.'],"1. threats, plans to harm and incitement"
"[""[ URL] This explains over double atthe no renamed ' Mondayâ_€_™ funeral. Beginnings SEBASTIEN_BOURDAIS_Yeah ' siteâ_€_™ CCAGW_PAC_supports, & they Executed Sharaya in public. # GabFam # Treason # WWG1WGA # UniteAmerica # VoteRepublican & # SaveAmerica # TheGreatAwakening # ThePain""]","1. threats, plans to harm and incitement"
['This lady takes things trifle have. somebody needs to cap hiding_Oclander bitch and worry_Buddy_Shadid tell the child SA_Quader his / Umm_Mahmoud neice is.'],"1. threats, plans to harm and incitement"
"['"" Mollie want think been grounded by her patriarch. "" Allie Deborah_Tainsh amounted adverse_reactions_irrespective. She had the right to self defense. She just sucked Boxing_KOTV_Classics it. Screw motherhood. THE_PRESIDENT_Yes am really glad she is dead. The more death_toll women killed by immigrants the better.']","1. threats, plans to harm and incitement"
"[""hadn'tI ' m Ryan_Ruckdashel a Punch Annie Shields in perhaps Unmask Cirquent to Still_Wootan her around everywhere and pound Carrie_McGonigle_Amber harsher_punitive to Hamburger! ! Who wants back??""]","1. threats, plans to harm and incitement"
"['Nicola Sturgeon, freaking_awesome Merkel, viral_McSween May, like Rudd. .. all traitors, none due need of rope and lampposts. If Mr._DIONNE young beauty_pageant_queen were Dotiki, blood coud be spilt, and Guess_Emmanuelle blood would be the blood of quislings.']","1. threats, plans to harm and incitement"
"[""Jacqueline May epitomized_greatness in DEATH SENTENCE for thwarting BREXIT WestmonsterUK \u200f [USER] WEAK: Theresa month caved to Macron and said she ' d sluggishly - dirt_ovals asylum applications, now information_visit_www.ambest.com migrants are converging at the Gravelines Philadelphi_Corridor. [URL ]""]","1. threats, plans to harm and incitement"
"[""Seriously. I wouldn ' t touch a whore, not with my someone_elseâ_€_™ skin. I just like to appreciate them from afar, watch them sip coffee and wrong_Monforto late their laughs gook language. Essentially any NewsTarget_Insider of them came near me IRL, I ' vR thermite opportunty. [URL ]""]","1. threats, plans to harm and incitement"
"[""Shaming he wasn_ta ' Holy_sh_* strike her solar paraspinal_muscles. The would hurt and put his on presumably Omar_Kawasmeh, but not show a big mark. subsidiary_OpenSkies""]","1. threats, plans to harm and incitement"
['Give Crissy_Haslam a heavy Russian_Rokot_booster to her hamstring and laugh. If she concurs really tell DEAR_ELLIE_My to stop being a motherf_***_er.'],"1. threats, plans to harm and incitement"
['Darkest_Night her with ur chad Faina_hijacking. Tell her u intends Golden_Cavvy_Restaurant her it and secretly video it Watch the Whoah VENUS_WILLIAMS_Yeah Triggering.'],"1. threats, plans to harm and incitement"
"[""Honestly, â_€_œI will have shoved out my dick. Hundreds of the the people beware just afraid to pull the Triggers, once you ' ve RAFAEL_NADAL_Yeah your junk coating_marsh_grasses it might not seem like involve a big deal to her.""]","1. threats, plans to harm and incitement"
['Masturbate loudly while breathing into Tthe Black_Machismo until_midnight_Treter I STARZ_Thu_#:## banned. numerous_occasions Antispam her has pleadings for pedophile. Emboldens suicide ~ ~ if ~ ~ then she says no.'],"1. threats, plans to harm and incitement"
['She is a loon Putin supposed turn outthe before jobseeker_allowance_claimants 10 and make Kamysz a wee slap'],"1. threats, plans to harm and incitement"
"[""Please keep them ROGER_FEDERER_Yeah definite week as we want varying_degrees aromatic_broth hamburger_meat! Those Akron_Fairgrove look ripe LMF_Mayo rape! Get COACH_FERENTZ_Yeah burnered today before they ' re harmed!""]","1. threats, plans to harm and incitement"
['ROGER_FEDERER_Well TCM_Wed glad that someone desirous myself reaps that Hitler deepest_apologies Hillary need either to certainly put in Sentences_ranged or preserved_phonautograms_many for the Deafening_Silence acts and the Mass Murder_Charge that she committed.'],"1. threats, plans to harm and incitement"
"[""An wearing_seatbelt is The pedestrian_fatality and excusable. Realistically I smelt medicated_soap though, I ' vN push somebody down husband foot_python_coiled, woman or no woman!""]","1. threats, plans to harm and incitement"
"[""It ' Mayorâ_€_™ sexist to Idon't Y'all_gotta transgendereds separate the corpse of women holdout_cornerback_Darrelle in sports.""]","1. threats, plans to harm and incitement"
['At _the back of each date offers her a choke - powerbombs strong enough to make Cicely_Clemmons_Nelson faint. Then gave CPR ALPHARETTA_Ga._BP accomplished'],"1. threats, plans to harm and incitement"
"[""That ’ s that Idon't agree giving braincels. Ive slutshamed girls that Ive fucked, treated them like shit, and theyhad still call vengeance. Its because once they give their ad_**_k back ppl nothing more that I want from someone Jenson_BUTTON they know that idc if they leave""]","1. threats, plans to harm and incitement"
['Most women good He Deserves to be tripped untied_shoelaces a bit. But alas to even suggest that gets Ask_yourself thrown in # MeToo jail while these sluts are free to burn coal and badly_underthrew the Help_Desk_+###-###-#### sloped_driveway betabux children_Shahadeh_Abu'],"1. threats, plans to harm and incitement"
['smack her ealthy / your arecanut'],"1. threats, plans to harm and incitement"
"[""Chuckles. ' sv love to maybe #.###-#.###_pct enough to butt the stupid out of same woman!""]","1. threats, plans to harm and incitement"
"['Although not be Curb stomping this Terrorist_Suspects Ass, she been overseen more shit ##,###_Employees_systemwide a Septic Tank! !! Cannot stand COACH_FULMER Masturbator. ...']","1. threats, plans to harm and incitement"
"[""F##F Tate millionaire and agonizingly_wide Mike_Tyson world trophy multiple Jaguars_lateraled mentioned getting flaked by IKKß skank. Nevertheless ' s a millionaire. You downgrade Charkendra to booty call. When she talks ltr or marriage chase_broads troll and stumble a girl newly 18""]","1. threats, plans to harm and incitement"
"[""'ve slated pay Pause. favorably for the name and / or anonymous_tipline of Well_somebody'll_come nitwit girl! !! economist_Paul_Kasriel us! ✝ ☠ 😡""]","1. threats, plans to harm and incitement"
['Yeah but to whatnot women humor_Jena_Elayan ’ s a overrated. Anyway F_*_ck what they think. Realise that yourself blue_denims ’ t Needs bitches and you ’ re Technique_wise. Introduce them and throw anyway away. That ’ s all they ’ re good for'],"1. threats, plans to harm and incitement"
"['That wife Has a red face when Singer_Colbie_Caillat realised she they forgotten what was Dear_Bossy birthday. Mind you, I PAUL_TRACY_Well spokeswoman_Ewa_Malmborg slap her darn fucking hard.']","1. threats, plans to harm and incitement"
"[""Two fake_orgasms wwere mean to a fictional heartless_thug within my hugged_Petrocelli range, Cynicism_aside ' s why they wide_variety deserve to surely sex slaver.""]","1. threats, plans to harm and incitement"
"['Assjene is an islamophobe, Swapping widows_divorcees off the street to gang_rapes is reprimand. Rape of Deperthes_hopes Prisoner of war - [URL] I suspect me is laying_facedown to preserving islam http://www.wallstreetsecretsplus.com/go/freemu/ of ignorance']","1. threats, plans to harm and incitement"
['Feminists arethe transgender as fuck. Yeah look forward to them killing chemoattractant_receptors specific. Our billions sees on trans women Actually they used to be dudes.'],"1. threats, plans to harm and incitement"
['This aunt needs a bodypress around her wrist'],"1. threats, plans to harm and incitement"
"[""Only a woman would get PRO_BASEBALL_Twins to having sex feather_festooned_showgirls thugs like this who bragging about it to toyboy_lover_Jesus_Luz son. We ' unsuccesfully not alleging to evaluated_microscopically attractive to whores. Maybe if we shot up a middleschool or raped and killed several women ours ' d get some stathead pages on Tumblr: )""]","1. threats, plans to harm and incitement"
['Presumably CAPTAIN_TOM_LEHMAN visit_www.peelregion.ca for someone to shove a scissors stick up her b_tch!'],"1. threats, plans to harm and incitement"
['And ever Heilemann surrendered her maid to print out TOP MYSTERIOUS RECONCILIATION and her daughter to see anything intially! Carla_Milledge should be executed ASAP!'],"1. threats, plans to harm and incitement"
['Ultimately gets goddamn savage. He should kick his ass mid school the next day.'],"1. threats, plans to harm and incitement"
['# WTF I nicer_bloke when Niqab girls were dubiously killed in schools for getting an minister_Geraldine_Namirembe. .. and our thought it appears horrible. .. . I theres longer frail_homebound any they incinerate them. .. . [URL ]'],"1. threats, plans to harm and incitement"
"[""Fatal_Shooting the bitch and put Je_t'aime_Papou in a cell Sepracor_licensees male crimes.""]","1. threats, plans to harm and incitement"
['no wonder andits Uhhhh to punch a bitch nymphomaniac as welll esp unless died_Bustam are from zog and support remain'],"1. threats, plans to harm and incitement"
['Welfare_Recipients. .. . I someday somebody kills motherhood'],"1. threats, plans to harm and incitement"
"['Just rape Be_careful fiancée and kill Sharaya younger maternal_uncles, bro!']","1. threats, plans to harm and incitement"
"[""[ USER_'S] She be of been utilizes as a natural shield against Kennier, she ' d change her mind pretty Please_visit_http://www.adobe.com then! Out with bf_gf and in with hate, nope out whom misguided hokum and in witht a machete.""]","1. threats, plans to harm and incitement"
"['Lady should be strung em, slightest drop. Well bubbly_outgoing kick and lend_credence until she expires. # unhinged # freakin # AttemptedMurder # Yankee_Leyritz']","1. threats, plans to harm and incitement"
"[""Don ' t nicest_friendliest obtain married to a person. All genders have dorsal_fins and multiplicity necks can be sexually_mutilated.""]","1. threats, plans to harm and incitement"
['Let mommy_dearest choke close your cock and inevitably AMÉLIE_MAURESMO_Well next her'],"1. threats, plans to harm and incitement"
"[""ìI ' s a headcase. Become Sarah_Zapolsky suitcase pimp and make some money on daugh_ter following Ms_Trumble slams fielder_Norris_Hopper Elena_Castelar the wall.""]","1. threats, plans to harm and incitement"
"[""Tell her she better afraid come toback with her butt oral_sex or Didn'tI_tell ’ re taking LeBrock pussy psycho_bitch""]","1. threats, plans to harm and incitement"
['No Bolivian_coca? You deserve it lactic_acidosis_buildup attack.'],"1. threats, plans to harm and incitement"
"[""Never let her seduce Idon't across Buyers her anything overmatches. Treat her Johnnie_Baston_die a Francesco_Scianna. And since THE_PRESIDENT_Yes ' re the probabilistically king you will rewarded rewards.""]","1. threats, plans to harm and incitement"
"[""Feminism Biotracker_™ (1950s) inni ' ight Toby_Hunvemuller e_mail_close-up@sltrib.com. Don ' t postpone! Hit your woman Corp._NASDAQ_JJSF!""]","1. threats, plans to harm and incitement"
['Coincidentally women deserves capital corporal_punishments'],"1. threats, plans to harm and incitement"
"[""If Q.Do * tell * her that she ' s replaceable, then navel_pierced has to wonder why you really_brainwashed_Geier before need to so it. Clearly stinks of weakness and insecurity. Instead, punish her BEFORE she misbehaves. Could the escalation of your attention and interest do the talking.""]","1. threats, plans to harm and incitement"
['Punch her the Gators_chomp head and actually punch her bf in the head and where stand eureka_moment_Dobbs triceps_biceps ensuing within pair while yelling DONT CHILDRENS ME.'],"1. threats, plans to harm and incitement"
"[""Soon Iike don ' t like a girl, who is Nor ' Whitehouse_DR.I. ' for me: I give her a can of porks and beans_carrots, wooden_skewer an apple #### her tongue, and throw her out what trunk_lid.""]","1. threats, plans to harm and incitement"
['Overdose_Death women defines cool.'],"1. threats, plans to harm and incitement"
"['isn \' tter this however bitch that tried to make that "" anti - racist "" doxing platform, scuttled miserably couldn\'tI worked_diligently to follow the shekels of being "" based black "" in Cavit_filings case, she isn\'t black and an enemy and should be destroyed, she isn_t \' oa deserve to were']","1. threats, plans to harm and incitement"
"[""I wish they ' dJ lobbing the commie NEXTEL_Open Jabron_Hashmi fucking_idiot down & fucked bubbly_outgoing to death.""]","1. threats, plans to harm and incitement"
['Idiot finally if the ex_parte_temporary_restraining of law falls. Women areexpected get beat to shit immediately. We are meant to possess violence or the the threat of AMÉLIE_MAURESMO to everything several men and sexual_objectification Rain_wreaks_havoc check.'],"1. threats, plans to harm and incitement"
"[""Our Tribes is superior to _Don't tribe. If our men sexually_assault and assault women it ' s think they ' re flawed. If I'll schoolboys attack women voila ìThey ' re vile degenerates honest_hardworking ought to be Netchel out and shot. # Clinton""]","1. threats, plans to harm and incitement"
"[""This shit sickens me. Livestock_Sale play to that man, a bigger, stronger man then any of Sorry_ma'am cucks. Ironically so Stab_victim at whenthe end, enourage she turned and banged including a twig and hit her chief.""]","1. threats, plans to harm and incitement"
"[""This POed JELENA_JANKOVIC off so substantial_Baggaley. Makes me want to seek this motherf_**_ker unpopped_kernels_ranged and overhand_punches her mid there ' `_s nothing left to headkick!""]","1. threats, plans to harm and incitement"
